product_name,product_price,product_url,similarity_score
GODSHOE 男款錶盤高爾夫球鞋,"$1,312",https://www.tw.coupang.com/products/GODSHOE-%E7%94%B7%E6%AC%BE%E9%8C%B6%E7%9B%A4%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21001413428647?itemId=21002450077319&vendorItemId=21070443744561&sourceType=search&rank=26&searchId=de2db1e9542a4dc78612a267d9f150fa&q=%E7%90%83%E9%9E%8B,0.3149407639302147
"playmax 玩具水果籃切切樂 16件入, 混色, 1組",$450,https://www.tw.coupang.com/products/playmax-%E7%8E%A9%E5%85%B7%E6%B0%B4%E6%9E%9C%E7%B1%83%E5%88%87%E5%88%87%E6%A8%82-16%E4%BB%B6%E5%85%A5-21001085984113?itemId=21002040019529&vendorItemId=21077051896406&sourceType=search&rank=15&searchId=6fa890c23f264bec8cceac94c71e8440&q=%E7%8E%A9%E5%85%B7,0.30156587847882327
LASSOM 男士 Eagle 高爾夫球鞋,"$6,472",https://www.tw.coupang.com/products/LASSOM-%E7%94%B7%E5%A3%AB-Eagle-%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21006042242711?itemId=21011050125547&vendorItemId=21078329651699&sourceType=search&rank=5&searchId=8aa3e6cfdc4a4e24bb82816d845d075d&q=%E7%90%83%E9%9E%8B,0.28686721577668617
Arnold Palmer 男款室內高爾夫球鞋,"$1,798",https://www.tw.coupang.com/products/Arnold-Palmer-%E7%94%B7%E6%AC%BE%E5%AE%A4%E5%85%A7%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21006354817204?itemId=21013387982522&vendorItemId=21080642833846&sourceType=search&rank=28&searchId=7f42e51ff6614806937265f5613b318e&q=%E7%90%83%E9%9E%8B,0.28155644928428003
PETITJE 女款百搭球鞋 3cm,$842,https://www.tw.coupang.com/products/PETITJE-%E5%A5%B3%E6%AC%BE%E7%99%BE%E6%90%AD%E7%90%83%E9%9E%8B-3cm-21006556862815?itemId=21014661113366&vendorItemId=21081902280388&sourceType=search&rank=1&searchId=70f03d7538a9423aa12e6911760d66b6&q=%E7%90%83%E9%9E%8B,0.27680659260951784
精益安全高爾夫球鞋 SAFECGY,$696,https://www.tw.coupang.com/products/%E7%B2%BE%E7%9B%8A%E5%AE%89%E5%85%A8%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-SAFECGY-21007976026779?itemId=21023037516643&vendorItemId=21090071245434&sourceType=search&rank=27&searchId=de2db1e9542a4dc78612a267d9f150fa&q=%E7%90%83%E9%9E%8B,0.27019386090621805
"MORIANN 文字印花直式LED燈氣球花籃+提袋, 藍色",$803,https://www.tw.coupang.com/products/MORIANN-%E6%96%87%E5%AD%97%E5%8D%B0%E8%8A%B1%E7%9B%B4%E5%BC%8FLED%E7%87%88%E6%B0%A3%E7%90%83%E8%8A%B1%E7%B1%83%2B%E6%8F%90%E8%A2%8B-21006233479918?itemId=21012540913725&vendorItemId=21079809321625&sourceType=search&rank=9&searchId=4d3eb37137414592b3e3d38bbdb2949e&q=LED%E7%87%88,0.26341490655524724
VX-ZERO 錶盤高爾夫球鞋 VX0,$662,https://www.tw.coupang.com/products/VX-ZERO-%E9%8C%B6%E7%9B%A4%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-VX0-21007755503396?itemId=21020901599002&vendorItemId=21090071223322&sourceType=search&rank=21&searchId=873f28972213480eb1a0ccb5efac7a33&q=%E7%90%83%E9%9E%8B,0.2619517322700365
"sillymann 鉑金矽膠氣炸鍋圓形烘烤籃 WSK4183 550ml, 黃色的, 1個",$261,https://www.tw.coupang.com/products/sillymann-%E9%89%91%E9%87%91%E7%9F%BD%E8%86%A0%E6%B0%A3%E7%82%B8%E9%8D%8B%E5%9C%93%E5%BD%A2%E7%83%98%E7%83%A4%E7%B1%83-WSK4183-550ml-21007463713022?itemId=21019460008999&vendorItemId=21086570489397&sourceType=search&rank=1&searchId=6e982f338ba541e6a3ac5faa3fb97590&q=%E7%83%A4%E7%AE%B1,0.25251409961419374
Arnold Palmer 雨傘牌 男款彈力繩皮革高爾夫球鞋,"$1,447",https://www.tw.coupang.com/products/Arnold-Palmer-%E9%9B%A8%E5%82%98%E7%89%8C-%E7%94%B7%E6%AC%BE%E5%BD%88%E5%8A%9B%E7%B9%A9%E7%9A%AE%E9%9D%A9%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21005542079019?itemId=21008731654666&vendorItemId=21076018661122&sourceType=search&rank=21&searchId=1032d0add40f4cfc86e4b5c5ae1522ef&q=%E5%BD%88%E5%8A%9B%E7%B9%A9,0.2497248391942393
Arnold Palmer 女款錶盤室內高爾夫球鞋,"$2,036",https://www.tw.coupang.com/products/Arnold-Palmer-%E5%A5%B3%E6%AC%BE%E9%8C%B6%E7%9B%A4%E5%AE%A4%E5%85%A7%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21006354817153?itemId=21013387982227&vendorItemId=21080642833412&sourceType=search&rank=6&searchId=38d52aabff2a4c16bf4efae87cfa1199&q=%E7%90%83%E9%9E%8B,0.24788031605978667
SUPERGA 2750 全新加球鞋 S2126KW901,"$1,496",https://www.tw.coupang.com/products/SUPERGA-2750-%E5%85%A8%E6%96%B0%E5%8A%A0%E7%90%83%E9%9E%8B-S2126KW901-21007762974737?itemId=21020938692904&vendorItemId=21089396211243&sourceType=search&rank=26&searchId=498d46d3cf174a45a69eb64f030ace5d&q=%E7%90%83%E9%9E%8B,0.2332297485896916
Arnold Palmer 雨傘牌 滿版Logo印花室內高爾夫球鞋,"$2,166",https://www.tw.coupang.com/products/Arnold-Palmer-%E9%9B%A8%E5%82%98%E7%89%8C-%E6%BB%BF%E7%89%88Logo%E5%8D%B0%E8%8A%B1%E5%AE%A4%E5%85%A7%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21006354816609?itemId=21013387977240&vendorItemId=21080642828886&sourceType=search&rank=15&searchId=47d179765c77428e9a979dcf54a59b1a&q=%E7%90%83%E9%9E%8B,0.2286565515607486
Arnold Palmer 雨傘牌 男士錶盤高爾夫球鞋運動鞋 H3-TPR,"$1,379",https://www.tw.coupang.com/products/Arnold-Palmer-%E9%9B%A8%E5%82%98%E7%89%8C-%E7%94%B7%E5%A3%AB%E9%8C%B6%E7%9B%A4%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B%E9%81%8B%E5%8B%95%E9%9E%8B-H3-TPR-21007350429077?itemId=21018913636205&vendorItemId=21089480427377&sourceType=search&rank=&searchId=70f03d7538a9423aa12e6911760d66b6&q=%E7%90%83%E9%9E%8B,0.22694451672154503
"CUBICS 2 Bongdari電視Choso Sami S 3 M型 +面料籃灰色VIN2-32, 全白","$2,987",https://www.tw.coupang.com/products/CUBICS-2-Bongdari%E9%9B%BB%E8%A6%96Choso-Sami-S-3-M%E5%9E%8B-%2B%E9%9D%A2%E6%96%99%E7%B1%83%E7%81%B0%E8%89%B2VIN2-32-21000187552035?itemId=21000536048252&vendorItemId=21004399102366&sourceType=search&rank=6&searchId=21a812b540184b8ab28d19d8c1d2af46&q=%E5%B0%8F%E5%B0%BA%E5%AF%B8%E7%9A%84%E6%99%BA%E8%83%BD%E9%9B%BB%E8%A6%96,0.2250132295534037
"CUBICS 2 Bongdari電視Choso Sadami 3型S型 +面料籃灰色VIN2-32, 全白","$3,245",https://www.tw.coupang.com/products/CUBICS-2-Bongdari%E9%9B%BB%E8%A6%96Choso-Sadami-3%E5%9E%8BS%E5%9E%8B-%2B%E9%9D%A2%E6%96%99%E7%B1%83%E7%81%B0%E8%89%B2VIN2-32-21000179765424?itemId=21000514763411&vendorItemId=21004325715109&sourceType=search&rank=24&searchId=21a812b540184b8ab28d19d8c1d2af46&q=%E5%B0%8F%E5%B0%BA%E5%AF%B8%E7%9A%84%E6%99%BA%E8%83%BD%E9%9B%BB%E8%A6%96,0.2246884205624168
Crocodile 鱷魚 [鱷魚]混合男女通用高爾夫球鞋,"$1,164",https://www.tw.coupang.com/products/Crocodile-%E9%B1%B7%E9%AD%9A-%5B%E9%B1%B7%E9%AD%9A%5D%E6%B7%B7%E5%90%88%E7%94%B7%E5%A5%B3%E9%80%9A%E7%94%A8%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-21007663279543?itemId=21020688860005&vendorItemId=21087760515600&sourceType=search&rank=7&searchId=de2db1e9542a4dc78612a267d9f150fa&q=%E7%90%83%E9%9E%8B,0.21531209164862788
Dangolunni 女款側邊條紋鬆緊鞋帶厚底球鞋,$836,https://www.tw.coupang.com/products/Dangolunni-%E5%A5%B3%E6%AC%BE%E5%81%B4%E9%82%8A%E6%A2%9D%E7%B4%8B%E9%AC%86%E7%B7%8A%E9%9E%8B%E5%B8%B6%E5%8E%9A%E5%BA%95%E7%90%83%E9%9E%8B-21006794987325?itemId=21016020218171&vendorItemId=21083224640567&sourceType=search&rank=18&searchId=70f03d7538a9423aa12e6911760d66b6&q=%E7%90%83%E9%9E%8B,0.21208478168292882
VONIN 牛皮打孔皮革中心錶盤高爾夫球鞋運動鞋 TS198BK,"$3,010",https://www.tw.coupang.com/products/VONIN-%E7%89%9B%E7%9A%AE%E6%89%93%E5%AD%94%E7%9A%AE%E9%9D%A9%E4%B8%AD%E5%BF%83%E9%8C%B6%E7%9B%A4%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B%E9%81%8B%E5%8B%95%E9%9E%8B-TS198BK-21007814485602?itemId=21021206292241&vendorItemId=21088267522033&sourceType=search&rank=14&searchId=efdc02be35b54c3aa83519299d49772b&q=%E7%90%83%E9%9E%8B,0.20820024139045126
Frito 牛皮無釘高爾夫球鞋 5 cm 1 TG 錶盤,"$1,522",https://www.tw.coupang.com/products/Frito-%E7%89%9B%E7%9A%AE%E7%84%A1%E9%87%98%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-5-cm-1-TG-%E9%8C%B6%E7%9B%A4-21008006042784?itemId=21022316210214&vendorItemId=21089361592537&sourceType=search&rank=3&searchId=de2db1e9542a4dc78612a267d9f150fa&q=%E7%90%83%E9%9E%8B,0.2071736498887386
Petitje 男士皮革室內練習高爾夫球鞋滑雪鞋 Uncommon,"$1,029",https://www.tw.coupang.com/products/Petitje-%E7%94%B7%E5%A3%AB%E7%9A%AE%E9%9D%A9%E5%AE%A4%E5%85%A7%E7%B7%B4%E7%BF%92%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B%E6%BB%91%E9%9B%AA%E9%9E%8B-Uncommon-21007553665475?itemId=21019884783457&vendorItemId=21086985198940&sourceType=search&rank=17&searchId=8aa3e6cfdc4a4e24bb82816d845d075d&q=%E7%90%83%E9%9E%8B,0.2066353666668944
NIKE 耐吉 Roche G Next Nature 高爾夫球鞋 DV1202-010,"$1,172",https://www.tw.coupang.com/products/NIKE-%E8%80%90%E5%90%89-Roche-G-Next-Nature-%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-DV1202-010-21008012888678?itemId=21023447370318&vendorItemId=21090474151593&sourceType=search&rank=22&searchId=873f28972213480eb1a0ccb5efac7a33&q=%E7%90%83%E9%9E%8B,0.2038606997258155
Bonin 牛皮打孔皮革中撥高爾夫球鞋組合運動鞋 TS199WH,"$3,010",https://www.tw.coupang.com/products/Bonin-%E7%89%9B%E7%9A%AE%E6%89%93%E5%AD%94%E7%9A%AE%E9%9D%A9%E4%B8%AD%E6%92%A5%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B%E7%B5%84%E5%90%88%E9%81%8B%E5%8B%95%E9%9E%8B-TS199WH-21007814451459?itemId=21021206110238&vendorItemId=21088267340523&sourceType=search&rank=6&searchId=70f03d7538a9423aa12e6911760d66b6&q=%E7%90%83%E9%9E%8B,0.19995029464742617
SKECHERS 女款 USA Go Golf Jasmine 高爾夫球鞋 SP0WGCDX041,"$3,040",https://www.tw.coupang.com/products/SKECHERS-%E5%A5%B3%E6%AC%BE-USA-Go-Golf-Jasmine-%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-SP0WGCDX041-21007804470281?itemId=21021841049096&vendorItemId=21088889373587&sourceType=search&rank=23&searchId=70f03d7538a9423aa12e6911760d66b6&q=%E7%90%83%E9%9E%8B,0.19496122508535305
手工鞋 情侶/男女通用/屏風/練習/高爾夫球鞋/登山鞋 UG鞋,"$1,280",https://www.tw.coupang.com/products/%E6%89%8B%E5%B7%A5%E9%9E%8B-%E6%83%85%E4%BE%B6%2F%E7%94%B7%E5%A5%B3%E9%80%9A%E7%94%A8%2F%E5%B1%8F%E9%A2%A8%2F%E7%B7%B4%E7%BF%92%2F%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B%2F%E7%99%BB%E5%B1%B1%E9%9E%8B-UG%E9%9E%8B-21008006042886?itemId=21022316210608&vendorItemId=21089361593109&sourceType=search&rank=6&searchId=2e4b018e55124d38bfa5e1f17ab0dab4&q=%E7%99%BB%E5%B1%B1%E9%9E%8B,0.19397074340810672
SKECHERS 女款美國 Premium Go Golf Elite 5 高爾夫球鞋 SP0WGCDX031,"$5,256",https://www.tw.coupang.com/products/SKECHERS-%E5%A5%B3%E6%AC%BE%E7%BE%8E%E5%9C%8B-Premium-Go-Golf-Elite-5-%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B-SP0WGCDX031-21007839759196?itemId=21021338975354&vendorItemId=21088889373576&sourceType=search&rank=1&searchId=82b31641955c4d068a7a1988786e8caf&q=%E7%90%83%E9%9E%8B,0.19238670992138923
"FIRE BIRD 電飯煲+2個夾子+鍋鏟+EVA海袋+魚餌籃+多用彈簧銼+鍋鏟架隨機發貨, 白色（電飯煲）","$1,586",https://www.tw.coupang.com/products/FIRE-BIRD-%E9%9B%BB%E9%A3%AF%E7%85%B2%2B2%E5%80%8B%E5%A4%BE%E5%AD%90%2B%E9%8D%8B%E9%8F%9F%2BEVA%E6%B5%B7%E8%A2%8B%2B%E9%AD%9A%E9%A4%8C%E7%B1%83%2B%E5%A4%9A%E7%94%A8%E5%BD%88%E7%B0%A7%E9%8A%BC%2B%E9%8D%8B%E9%8F%9F%E6%9E%B6%E9%9A%A8%E6%A9%9F%E7%99%BC%E8%B2%A8-21005925661057?itemId=21010514765938&vendorItemId=21077796390813&sourceType=search&rank=9&searchId=5c57be7647184863955e6996361f344e&q=%E9%9B%BB%E9%A3%AF%E7%85%B2,0.1610828577335663
職業世界盃PROWORLDCUP半價特價！ 50% 折扣！男女通用運動鞋、跑鞋、高爾夫球鞋、Cosy,"$1,171",https://www.tw.coupang.com/products/%E8%81%B7%E6%A5%AD%E4%B8%96%E7%95%8C%E7%9B%83PROWORLDCUP%E5%8D%8A%E5%83%B9%E7%89%B9%E5%83%B9%EF%BC%81-50%25-%E6%8A%98%E6%89%A3%EF%BC%81%E7%94%B7%E5%A5%B3%E9%80%9A%E7%94%A8%E9%81%8B%E5%8B%95%E9%9E%8B%E3%80%81%E8%B7%91%E9%9E%8B%E3%80%81%E9%AB%98%E7%88%BE%E5%A4%AB%E7%90%83%E9%9E%8B%E3%80%81Cosy-21007597653923?itemId=21020090666840&vendorItemId=21087224121146&sourceType=search&rank=6&searchId=873f28972213480eb1a0ccb5efac7a33&q=%E7%90%83%E9%9E%8B,0.16027919737614163
